accession,link,date,country,region
MT350282,https://www.ncbi.nlm.nih.gov/nuccore/MT350282,2020-03-18,Brazil,NA
MT350280,https://www.ncbi.nlm.nih.gov/nuccore/MT350280,2020-03-19,USA,WA
MT350279,https://www.ncbi.nlm.nih.gov/nuccore/MT350279,2020-03-19,USA,WA
MT350278,https://www.ncbi.nlm.nih.gov/nuccore/MT350278,2020-03-19,USA,WA
MT350277,https://www.ncbi.nlm.nih.gov/nuccore/MT350277,2020-03-19,USA,WA
MT350276,https://www.ncbi.nlm.nih.gov/nuccore/MT350276,2020-03-19,USA,WA
MT350275,https://www.ncbi.nlm.nih.gov/nuccore/MT350275,2020-03-19,USA,WA
MT350274,https://www.ncbi.nlm.nih.gov/nuccore/MT350274,2020-03-19,USA,WA
MT350273,https://www.ncbi.nlm.nih.gov/nuccore/MT350273,2020-03-19,USA,WA
MT350272,https://www.ncbi.nlm.nih.gov/nuccore/MT350272,2020-03-19,USA,WA
MT350271,https://www.ncbi.nlm.nih.gov/nuccore/MT350271,2020-03-20,USA,WA
MT350270,https://www.ncbi.nlm.nih.gov/nuccore/MT350270,2020-03-19,USA,WA
MT350269,https://www.ncbi.nlm.nih.gov/nuccore/MT350269,2020-03-20,USA,WA
MT350268,https://www.ncbi.nlm.nih.gov/nuccore/MT350268,2020-03-19,USA,WA
MT350267,https://www.ncbi.nlm.nih.gov/nuccore/MT350267,2020-03-19,USA,WA
MT350266,https://www.ncbi.nlm.nih.gov/nuccore/MT350266,2020-03-19,USA,WA
MT350265,https://www.ncbi.nlm.nih.gov/nuccore/MT350265,2020-03-19,USA,WA
MT350264,https://www.ncbi.nlm.nih.gov/nuccore/MT350264,2020-03-19,USA,WA
MT350263,https://www.ncbi.nlm.nih.gov/nuccore/MT350263,2020-03-19,USA,WA
MT350257,https://www.ncbi.nlm.nih.gov/nuccore/MT350257,NA,USA,VA
MT350256,https://www.ncbi.nlm.nih.gov/nuccore/MT350256,NA,USA,VA
MT350255,https://www.ncbi.nlm.nih.gov/nuccore/MT350255,NA,USA,VA
MT350254,https://www.ncbi.nlm.nih.gov/nuccore/MT350254,NA,USA,VA
MT350253,https://www.ncbi.nlm.nih.gov/nuccore/MT350253,NA,USA,VA
MT350252,https://www.ncbi.nlm.nih.gov/nuccore/MT350252,NA,USA,VA
MT350251,https://www.ncbi.nlm.nih.gov/nuccore/MT350251,NA,USA,VA
MT350250,https://www.ncbi.nlm.nih.gov/nuccore/MT350250,NA,USA,VA
MT350249,https://www.ncbi.nlm.nih.gov/nuccore/MT350249,NA,USA,VA
MT350248,https://www.ncbi.nlm.nih.gov/nuccore/MT350248,NA,USA,VA
MT350247,https://www.ncbi.nlm.nih.gov/nuccore/MT350247,NA,USA,VA
MT350246,https://www.ncbi.nlm.nih.gov/nuccore/MT350246,NA,USA,VA
MT350245,https://www.ncbi.nlm.nih.gov/nuccore/MT350245,NA,USA,VA
MT350244,https://www.ncbi.nlm.nih.gov/nuccore/MT350244,NA,USA,VA
MT350243,https://www.ncbi.nlm.nih.gov/nuccore/MT350243,NA,USA,VA
MT350242,https://www.ncbi.nlm.nih.gov/nuccore/MT350242,NA,USA,VA
MT350241,https://www.ncbi.nlm.nih.gov/nuccore/MT350241,NA,USA,VA
MT350240,https://www.ncbi.nlm.nih.gov/nuccore/MT350240,NA,USA,VA
MT350239,https://www.ncbi.nlm.nih.gov/nuccore/MT350239,NA,USA,VA
MT350238,https://www.ncbi.nlm.nih.gov/nuccore/MT350238,NA,USA,VA
MT350237,https://www.ncbi.nlm.nih.gov/nuccore/MT350237,NA,USA,VA
MT350236,https://www.ncbi.nlm.nih.gov/nuccore/MT350236,NA,USA,VA
MT350234,https://www.ncbi.nlm.nih.gov/nuccore/MT350234,NA,China,Nanchang
MT345888,https://www.ncbi.nlm.nih.gov/nuccore/MT345888,2020-03-29,USA,ID
MT345887,https://www.ncbi.nlm.nih.gov/nuccore/MT345887,2020-03-29,USA,ID
MT345886,https://www.ncbi.nlm.nih.gov/nuccore/MT345886,2020-03-27,USA,ID
MT345885,https://www.ncbi.nlm.nih.gov/nuccore/MT345885,2020-03-30,USA,ID
MT345884,https://www.ncbi.nlm.nih.gov/nuccore/MT345884,2020-03-29,USA,ID
MT345883,https://www.ncbi.nlm.nih.gov/nuccore/MT345883,2020-03-31,USA,WA
MT345882,https://www.ncbi.nlm.nih.gov/nuccore/MT345882,2020-03-31,USA,WA
MT345881,https://www.ncbi.nlm.nih.gov/nuccore/MT345881,2020-03-30,USA,WA
MT345880,https://www.ncbi.nlm.nih.gov/nuccore/MT345880,2020-03-28,USA,ID
MT345879,https://www.ncbi.nlm.nih.gov/nuccore/MT345879,2020-03-28,USA,ID
MT345878,https://www.ncbi.nlm.nih.gov/nuccore/MT345878,2020-03-29,USA,OR
MT345877,https://www.ncbi.nlm.nih.gov/nuccore/MT345877,2020-03-27,USA,ID
MT345876,https://www.ncbi.nlm.nih.gov/nuccore/MT345876,2020-03-28,USA,ID
MT345875,https://www.ncbi.nlm.nih.gov/nuccore/MT345875,2020-03-28,USA,ID
MT345874,https://www.ncbi.nlm.nih.gov/nuccore/MT345874,2020-03-30,USA,CT
MT345873,https://www.ncbi.nlm.nih.gov/nuccore/MT345873,2020-03-30,USA,CT
MT345872,https://www.ncbi.nlm.nih.gov/nuccore/MT345872,2020-03-27,USA,ID
MT345871,https://www.ncbi.nlm.nih.gov/nuccore/MT345871,2020-03-27,USA,ID
MT345870,https://www.ncbi.nlm.nih.gov/nuccore/MT345870,2020-03-30,USA,CT
MT345869,https://www.ncbi.nlm.nih.gov/nuccore/MT345869,2020-03-30,USA,CT
MT345868,https://www.ncbi.nlm.nih.gov/nuccore/MT345868,2020-03-30,USA,CT
MT345867,https://www.ncbi.nlm.nih.gov/nuccore/MT345867,2020-03-23,USA,WA
MT345866,https://www.ncbi.nlm.nih.gov/nuccore/MT345866,2020-03-23,USA,ID
MT345865,https://www.ncbi.nlm.nih.gov/nuccore/MT345865,2020-03-25,USA,WA
MT345864,https://www.ncbi.nlm.nih.gov/nuccore/MT345864,2020-03-20,USA,ID
MT345863,https://www.ncbi.nlm.nih.gov/nuccore/MT345863,2020-03-23,USA,ID
MT345862,https://www.ncbi.nlm.nih.gov/nuccore/MT345862,2020-03-25,USA,WA
MT345861,https://www.ncbi.nlm.nih.gov/nuccore/MT345861,2020-03-25,USA,WA
MT345860,https://www.ncbi.nlm.nih.gov/nuccore/MT345860,2020-03-25,USA,WA
MT345859,https://www.ncbi.nlm.nih.gov/nuccore/MT345859,2020-03-25,USA,WA
MT345858,https://www.ncbi.nlm.nih.gov/nuccore/MT345858,2020-03-23,USA,ID
MT345857,https://www.ncbi.nlm.nih.gov/nuccore/MT345857,2020-03-24,USA,ID
MT345856,https://www.ncbi.nlm.nih.gov/nuccore/MT345856,2020-03-25,USA,WA
MT345855,https://www.ncbi.nlm.nih.gov/nuccore/MT345855,2020-03-25,USA,WA
MT345854,https://www.ncbi.nlm.nih.gov/nuccore/MT345854,2020-03-25,USA,WA
MT345853,https://www.ncbi.nlm.nih.gov/nuccore/MT345853,2020-03-25,USA,WA
MT345852,https://www.ncbi.nlm.nih.gov/nuccore/MT345852,2020-03-25,USA,WA
MT345851,https://www.ncbi.nlm.nih.gov/nuccore/MT345851,2020-03-25,USA,WA
MT345850,https://www.ncbi.nlm.nih.gov/nuccore/MT345850,2020-03-24,USA,WA
MT345849,https://www.ncbi.nlm.nih.gov/nuccore/MT345849,2020-03-24,USA,WA
MT345848,https://www.ncbi.nlm.nih.gov/nuccore/MT345848,2020-03-24,USA,WA
MT345847,https://www.ncbi.nlm.nih.gov/nuccore/MT345847,2020-03-24,USA,WA
MT345846,https://www.ncbi.nlm.nih.gov/nuccore/MT345846,2020-03-24,USA,WA
MT345845,https://www.ncbi.nlm.nih.gov/nuccore/MT345845,2020-03-24,USA,WA
MT345844,https://www.ncbi.nlm.nih.gov/nuccore/MT345844,2020-03-24,USA,WA
MT345843,https://www.ncbi.nlm.nih.gov/nuccore/MT345843,2020-03-24,USA,WA
MT345842,https://www.ncbi.nlm.nih.gov/nuccore/MT345842,2020-03-24,USA,WA
MT345841,https://www.ncbi.nlm.nih.gov/nuccore/MT345841,2020-03-24,USA,WA
MT345840,https://www.ncbi.nlm.nih.gov/nuccore/MT345840,2020-03-24,USA,WA
MT345839,https://www.ncbi.nlm.nih.gov/nuccore/MT345839,2020-03-23,USA,WA
MT345838,https://www.ncbi.nlm.nih.gov/nuccore/MT345838,2020-03-23,USA,WA
MT345837,https://www.ncbi.nlm.nih.gov/nuccore/MT345837,2020-03-23,USA,WA
MT345836,https://www.ncbi.nlm.nih.gov/nuccore/MT345836,2020-03-23,USA,WA
MT345835,https://www.ncbi.nlm.nih.gov/nuccore/MT345835,2020-03-25,USA,WA
MT345834,https://www.ncbi.nlm.nih.gov/nuccore/MT345834,2020-03-26,USA,WA
MT345833,https://www.ncbi.nlm.nih.gov/nuccore/MT345833,2020-03-25,USA,WA
MT345832,https://www.ncbi.nlm.nih.gov/nuccore/MT345832,2020-03-25,USA,WA
MT345831,https://www.ncbi.nlm.nih.gov/nuccore/MT345831,2020-03-23,USA,ID
MT345830,https://www.ncbi.nlm.nih.gov/nuccore/MT345830,2020-03-25,USA,WA
MT345829,https://www.ncbi.nlm.nih.gov/nuccore/MT345829,2020-03-25,USA,WA
MT345828,https://www.ncbi.nlm.nih.gov/nuccore/MT345828,2020-03-23,USA,ID
MT345827,https://www.ncbi.nlm.nih.gov/nuccore/MT345827,2020-03-25,USA,WA
MT345826,https://www.ncbi.nlm.nih.gov/nuccore/MT345826,2020-03-25,USA,WA
MT345825,https://www.ncbi.nlm.nih.gov/nuccore/MT345825,2020-03-25,USA,WA
MT345824,https://www.ncbi.nlm.nih.gov/nuccore/MT345824,2020-03-25,USA,WA
MT345823,https://www.ncbi.nlm.nih.gov/nuccore/MT345823,2020-03-25,USA,WA
MT345822,https://www.ncbi.nlm.nih.gov/nuccore/MT345822,2020-03-25,USA,WA
MT345821,https://www.ncbi.nlm.nih.gov/nuccore/MT345821,2020-03-25,USA,WA
MT345820,https://www.ncbi.nlm.nih.gov/nuccore/MT345820,2020-03-25,USA,WA
MT345819,https://www.ncbi.nlm.nih.gov/nuccore/MT345819,2020-03-25,USA,WA
MT345818,https://www.ncbi.nlm.nih.gov/nuccore/MT345818,2020-03-25,USA,WA
MT345817,https://www.ncbi.nlm.nih.gov/nuccore/MT345817,2020-03-24,USA,ID
MT345816,https://www.ncbi.nlm.nih.gov/nuccore/MT345816,2020-03-23,USA,NA
MT345815,https://www.ncbi.nlm.nih.gov/nuccore/MT345815,2020-03-24,USA,WA
MT345814,https://www.ncbi.nlm.nih.gov/nuccore/MT345814,2020-03-24,USA,WA
MT345813,https://www.ncbi.nlm.nih.gov/nuccore/MT345813,2020-03-25,USA,WA
MT345812,https://www.ncbi.nlm.nih.gov/nuccore/MT345812,2020-03-25,USA,WA
MT345811,https://www.ncbi.nlm.nih.gov/nuccore/MT345811,2020-03-24,USA,WA
MT345810,https://www.ncbi.nlm.nih.gov/nuccore/MT345810,2020-03-25,USA,WA
MT345809,https://www.ncbi.nlm.nih.gov/nuccore/MT345809,2020-03-25,USA,WA
MT345808,https://www.ncbi.nlm.nih.gov/nuccore/MT345808,2020-03-25,USA,WA
MT345807,https://www.ncbi.nlm.nih.gov/nuccore/MT345807,2020-03-25,USA,WA
MT345806,https://www.ncbi.nlm.nih.gov/nuccore/MT345806,2020-03-25,USA,WA
MT345805,https://www.ncbi.nlm.nih.gov/nuccore/MT345805,2020-03-23,USA,WA
MT345804,https://www.ncbi.nlm.nih.gov/nuccore/MT345804,2020-03-24,USA,WA
MT345803,https://www.ncbi.nlm.nih.gov/nuccore/MT345803,2020-03-21,USA,ID
MT345802,https://www.ncbi.nlm.nih.gov/nuccore/MT345802,2020-03-21,USA,NA
MT345801,https://www.ncbi.nlm.nih.gov/nuccore/MT345801,2020-03-25,USA,WA
MT345800,https://www.ncbi.nlm.nih.gov/nuccore/MT345800,2020-03-25,USA,WA
MT345799,https://www.ncbi.nlm.nih.gov/nuccore/MT345799,2020-03-23,USA,WA
MT345798,https://www.ncbi.nlm.nih.gov/nuccore/MT345798,2020-03-24,USA,WA
MT344963,https://www.ncbi.nlm.nih.gov/nuccore/MT344963,2020-03-08,USA,NC
MT344962,https://www.ncbi.nlm.nih.gov/nuccore/MT344962,2020-03-07,USA,MN
MT344961,https://www.ncbi.nlm.nih.gov/nuccore/MT344961,2020-03-07,USA,NV
MT344960,https://www.ncbi.nlm.nih.gov/nuccore/MT344960,2020-03-09,USA,RI
MT344959,https://www.ncbi.nlm.nih.gov/nuccore/MT344959,2020-03-08,USA,PA
MT344958,https://www.ncbi.nlm.nih.gov/nuccore/MT344958,2020-03-07,USA,PA
MT344957,https://www.ncbi.nlm.nih.gov/nuccore/MT344957,2020-03-07,USA,PA
MT344956,https://www.ncbi.nlm.nih.gov/nuccore/MT344956,2020-03-07,USA,OH
MT344955,https://www.ncbi.nlm.nih.gov/nuccore/MT344955,2020-03-08,USA,OH
MT344954,https://www.ncbi.nlm.nih.gov/nuccore/MT344954,2020-03-05,USA,MN
MT344953,https://www.ncbi.nlm.nih.gov/nuccore/MT344953,2020-03-04,USA,MD
MT344952,https://www.ncbi.nlm.nih.gov/nuccore/MT344952,2020-03-09,USA,IN
MT344951,https://www.ncbi.nlm.nih.gov/nuccore/MT344951,2020-03-08,USA,IN
MT344950,https://www.ncbi.nlm.nih.gov/nuccore/MT344950,2020-03-07,USA,IN
MT344949,https://www.ncbi.nlm.nih.gov/nuccore/MT344949,2020-03-07,USA,HI
MT344948,https://www.ncbi.nlm.nih.gov/nuccore/MT344948,2020-03-05,USA,HI
MT344947,https://www.ncbi.nlm.nih.gov/nuccore/MT344947,NA,USA,GA
MT344946,https://www.ncbi.nlm.nih.gov/nuccore/MT344946,NA,USA,GA
MT344945,https://www.ncbi.nlm.nih.gov/nuccore/MT344945,2020-03-07,USA,GA
MT344944,https://www.ncbi.nlm.nih.gov/nuccore/MT344944,2020-03-08,USA,CT
MT344135,https://www.ncbi.nlm.nih.gov/nuccore/MT344135,2020-04-09,Nigeria,NA
MT339043,https://www.ncbi.nlm.nih.gov/nuccore/MT339043,NA,USA,VA
MT339041,https://www.ncbi.nlm.nih.gov/nuccore/MT339041,2020-03-17,USA,"Maricopa County, Arizona"
MT339040,https://www.ncbi.nlm.nih.gov/nuccore/MT339040,2020-03-16,USA,"Maricopa County, Arizona"
MT339039,https://www.ncbi.nlm.nih.gov/nuccore/MT339039,2020-03-17,USA,"Maricopa County, Arizona"
MT334573,https://www.ncbi.nlm.nih.gov/nuccore/MT334573,2020-03-30,USA,UT
MT334572,https://www.ncbi.nlm.nih.gov/nuccore/MT334572,2020-03-27,USA,UT
MT334571,https://www.ncbi.nlm.nih.gov/nuccore/MT334571,2020-03-26,USA,UT
MT334570,https://www.ncbi.nlm.nih.gov/nuccore/MT334570,2020-03-26,USA,UT
MT334569,https://www.ncbi.nlm.nih.gov/nuccore/MT334569,2020-03-27,USA,UT
MT334568,https://www.ncbi.nlm.nih.gov/nuccore/MT334568,2020-03-27,USA,UT
MT334567,https://www.ncbi.nlm.nih.gov/nuccore/MT334567,2020-03-26,USA,UT
MT334566,https://www.ncbi.nlm.nih.gov/nuccore/MT334566,2020-03-25,USA,UT
MT334565,https://www.ncbi.nlm.nih.gov/nuccore/MT334565,2020-03-26,USA,UT
MT334564,https://www.ncbi.nlm.nih.gov/nuccore/MT334564,2020-03-25,USA,UT
MT334563,https://www.ncbi.nlm.nih.gov/nuccore/MT334563,2020-03-26,USA,UT
MT334562,https://www.ncbi.nlm.nih.gov/nuccore/MT334562,2020-03-25,USA,UT
MT334561,https://www.ncbi.nlm.nih.gov/nuccore/MT334561,2020-03-26,USA,UT
MT334560,https://www.ncbi.nlm.nih.gov/nuccore/MT334560,2020-03-25,USA,UT
MT334559,https://www.ncbi.nlm.nih.gov/nuccore/MT334559,2020-03-24,USA,UT
MT334558,https://www.ncbi.nlm.nih.gov/nuccore/MT334558,2020-03-19,USA,UT
MT334557,https://www.ncbi.nlm.nih.gov/nuccore/MT334557,2020-03-20,USA,UT
MT334556,https://www.ncbi.nlm.nih.gov/nuccore/MT334556,2020-03-20,USA,UT
MT334555,https://www.ncbi.nlm.nih.gov/nuccore/MT334555,2020-03-20,USA,UT
MT334554,https://www.ncbi.nlm.nih.gov/nuccore/MT334554,2020-03-19,USA,UT
MT334553,https://www.ncbi.nlm.nih.gov/nuccore/MT334553,2020-03-24,USA,UT
MT334552,https://www.ncbi.nlm.nih.gov/nuccore/MT334552,2020-03-23,USA,UT
MT334551,https://www.ncbi.nlm.nih.gov/nuccore/MT334551,2020-03-14,USA,UT
MT334550,https://www.ncbi.nlm.nih.gov/nuccore/MT334550,2020-03-14,USA,UT
MT334549,https://www.ncbi.nlm.nih.gov/nuccore/MT334549,2020-03-12,USA,UT
MT334548,https://www.ncbi.nlm.nih.gov/nuccore/MT334548,2020-03-20,USA,UT
MT334547,https://www.ncbi.nlm.nih.gov/nuccore/MT334547,2020-03-19,USA,UT
MT334546,https://www.ncbi.nlm.nih.gov/nuccore/MT334546,2020-03-19,USA,UT
MT334545,https://www.ncbi.nlm.nih.gov/nuccore/MT334545,2020-03-19,USA,UT
MT334544,https://www.ncbi.nlm.nih.gov/nuccore/MT334544,2020-03-19,USA,UT
MT334543,https://www.ncbi.nlm.nih.gov/nuccore/MT334543,2020-03-16,USA,UT
MT334542,https://www.ncbi.nlm.nih.gov/nuccore/MT334542,2020-03-11,USA,UT
MT334541,https://www.ncbi.nlm.nih.gov/nuccore/MT334541,2020-03-11,USA,UT
MT334540,https://www.ncbi.nlm.nih.gov/nuccore/MT334540,2020-03-14,USA,UT
MT334539,https://www.ncbi.nlm.nih.gov/nuccore/MT334539,2020-03-14,USA,UT
MT334538,https://www.ncbi.nlm.nih.gov/nuccore/MT334538,2020-03-13,USA,UT
MT334537,https://www.ncbi.nlm.nih.gov/nuccore/MT334537,2020-03-13,USA,UT
MT334536,https://www.ncbi.nlm.nih.gov/nuccore/MT334536,2020-03-13,USA,UT
MT334535,https://www.ncbi.nlm.nih.gov/nuccore/MT334535,2020-03-13,USA,UT
MT334534,https://www.ncbi.nlm.nih.gov/nuccore/MT334534,2020-03-13,USA,UT
MT334533,https://www.ncbi.nlm.nih.gov/nuccore/MT334533,2020-03-13,USA,UT
MT334532,https://www.ncbi.nlm.nih.gov/nuccore/MT334532,2020-03-12,USA,UT
MT334531,https://www.ncbi.nlm.nih.gov/nuccore/MT334531,2020-03-12,USA,UT
MT334530,https://www.ncbi.nlm.nih.gov/nuccore/MT334530,2020-03-11,USA,UT
MT334529,https://www.ncbi.nlm.nih.gov/nuccore/MT334529,2020-03-10,USA,UT
MT334528,https://www.ncbi.nlm.nih.gov/nuccore/MT334528,2020-03-12,USA,UT
MT334527,https://www.ncbi.nlm.nih.gov/nuccore/MT334527,2020-03-11,USA,UT
MT334526,https://www.ncbi.nlm.nih.gov/nuccore/MT334526,2020-03-07,USA,UT
MT334525,https://www.ncbi.nlm.nih.gov/nuccore/MT334525,2020-03-07,USA,UT
MT334524,https://www.ncbi.nlm.nih.gov/nuccore/MT334524,2020-03-05,USA,UT
MT334523,https://www.ncbi.nlm.nih.gov/nuccore/MT334523,2020-03-05,USA,UT
MT334522,https://www.ncbi.nlm.nih.gov/nuccore/MT334522,2020-03-05,USA,UT
MT328035,https://www.ncbi.nlm.nih.gov/nuccore/MT328035,2020-03-18,Greece,NA
MT328034,https://www.ncbi.nlm.nih.gov/nuccore/MT328034,2020-03-18,Greece,NA
MT328033,https://www.ncbi.nlm.nih.gov/nuccore/MT328033,2020-03-18,Greece,NA
MT328032,https://www.ncbi.nlm.nih.gov/nuccore/MT328032,2020-03-18,Greece,NA
MT327745,https://www.ncbi.nlm.nih.gov/nuccore/MT327745,2020-03-17,Turkey,NA
MT326191,https://www.ncbi.nlm.nih.gov/nuccore/MT326191,2020-03-18,USA,NA
MT326190,https://www.ncbi.nlm.nih.gov/nuccore/MT326190,2020-03-18,USA,NA
MT326189,https://www.ncbi.nlm.nih.gov/nuccore/MT326189,2020-03-18,USA,NA
MT326188,https://www.ncbi.nlm.nih.gov/nuccore/MT326188,2020-03-16,USA,NA
MT326187,https://www.ncbi.nlm.nih.gov/nuccore/MT326187,2020-03-18,USA,NA
MT326186,https://www.ncbi.nlm.nih.gov/nuccore/MT326186,2020-03-17,USA,NA
MT326185,https://www.ncbi.nlm.nih.gov/nuccore/MT326185,2020-03-17,USA,NA
MT326184,https://www.ncbi.nlm.nih.gov/nuccore/MT326184,2020-03-17,USA,NA
MT326183,https://www.ncbi.nlm.nih.gov/nuccore/MT326183,2020-03-17,USA,NA
MT326182,https://www.ncbi.nlm.nih.gov/nuccore/MT326182,2020-03-13,USA,NA
MT326181,https://www.ncbi.nlm.nih.gov/nuccore/MT326181,2020-03-14,USA,NA
MT326180,https://www.ncbi.nlm.nih.gov/nuccore/MT326180,2020-03-19,USA,NA
MT326179,https://www.ncbi.nlm.nih.gov/nuccore/MT326179,2020-03-19,USA,NA
MT326178,https://www.ncbi.nlm.nih.gov/nuccore/MT326178,2020-03-19,USA,NA
MT326177,https://www.ncbi.nlm.nih.gov/nuccore/MT326177,2020-03-19,USA,NA
MT326176,https://www.ncbi.nlm.nih.gov/nuccore/MT326176,2020-03-19,USA,NA
MT326175,https://www.ncbi.nlm.nih.gov/nuccore/MT326175,2020-03-19,USA,NA
MT326174,https://www.ncbi.nlm.nih.gov/nuccore/MT326174,2020-03-19,USA,NA
MT326173,https://www.ncbi.nlm.nih.gov/nuccore/MT326173,NA,USA,NA
MT326172,https://www.ncbi.nlm.nih.gov/nuccore/MT326172,2020-03-21,USA,NA
MT326171,https://www.ncbi.nlm.nih.gov/nuccore/MT326171,2020-03-21,USA,NA
MT326170,https://www.ncbi.nlm.nih.gov/nuccore/MT326170,2020-03-21,USA,NA
MT326169,https://www.ncbi.nlm.nih.gov/nuccore/MT326169,2020-03-22,USA,NA
MT326168,https://www.ncbi.nlm.nih.gov/nuccore/MT326168,2020-03-21,USA,NA
MT326167,https://www.ncbi.nlm.nih.gov/nuccore/MT326167,2020-03-21,USA,NA
MT326166,https://www.ncbi.nlm.nih.gov/nuccore/MT326166,2020-03-21,USA,NA
MT326165,https://www.ncbi.nlm.nih.gov/nuccore/MT326165,2020-03-21,USA,NA
MT326164,https://www.ncbi.nlm.nih.gov/nuccore/MT326164,2020-03-21,USA,NA
MT326163,https://www.ncbi.nlm.nih.gov/nuccore/MT326163,2020-03-21,USA,NA
MT326162,https://www.ncbi.nlm.nih.gov/nuccore/MT326162,2020-03-21,USA,NA
MT326161,https://www.ncbi.nlm.nih.gov/nuccore/MT326161,2020-03-21,USA,NA
MT326160,https://www.ncbi.nlm.nih.gov/nuccore/MT326160,2020-03-21,USA,NA
MT326159,https://www.ncbi.nlm.nih.gov/nuccore/MT326159,2020-03-21,USA,NA
MT326158,https://www.ncbi.nlm.nih.gov/nuccore/MT326158,2020-03-21,USA,NA
MT326157,https://www.ncbi.nlm.nih.gov/nuccore/MT326157,2020-03-21,USA,NA
MT326156,https://www.ncbi.nlm.nih.gov/nuccore/MT326156,2020-03-21,USA,NA
MT326155,https://www.ncbi.nlm.nih.gov/nuccore/MT326155,2020-03-21,USA,NA
MT326154,https://www.ncbi.nlm.nih.gov/nuccore/MT326154,2020-03-21,USA,NA
MT326153,https://www.ncbi.nlm.nih.gov/nuccore/MT326153,2020-03-21,USA,NA
MT326152,https://www.ncbi.nlm.nih.gov/nuccore/MT326152,2020-03-21,USA,NA
MT326151,https://www.ncbi.nlm.nih.gov/nuccore/MT326151,2020-03-21,USA,NA
MT326150,https://www.ncbi.nlm.nih.gov/nuccore/MT326150,2020-03-21,USA,NA
MT326149,https://www.ncbi.nlm.nih.gov/nuccore/MT326149,2020-03-21,USA,NA
MT326148,https://www.ncbi.nlm.nih.gov/nuccore/MT326148,2020-03-21,USA,NA
MT326147,https://www.ncbi.nlm.nih.gov/nuccore/MT326147,2020-03-20,USA,NA
MT326146,https://www.ncbi.nlm.nih.gov/nuccore/MT326146,2020-03-21,USA,NA
MT326145,https://www.ncbi.nlm.nih.gov/nuccore/MT326145,2020-03-21,USA,NA
MT326144,https://www.ncbi.nlm.nih.gov/nuccore/MT326144,2020-03-20,USA,NA
MT326143,https://www.ncbi.nlm.nih.gov/nuccore/MT326143,2020-03-20,USA,NA
MT326142,https://www.ncbi.nlm.nih.gov/nuccore/MT326142,2020-03-19,USA,NA
MT326141,https://www.ncbi.nlm.nih.gov/nuccore/MT326141,2020-03-19,USA,NA
MT326140,https://www.ncbi.nlm.nih.gov/nuccore/MT326140,2020-03-20,USA,NA
MT326139,https://www.ncbi.nlm.nih.gov/nuccore/MT326139,2020-03-20,USA,NA
MT326138,https://www.ncbi.nlm.nih.gov/nuccore/MT326138,2020-03-20,USA,NA
MT326137,https://www.ncbi.nlm.nih.gov/nuccore/MT326137,2020-03-19,USA,NA
MT326136,https://www.ncbi.nlm.nih.gov/nuccore/MT326136,2020-03-19,USA,NA
MT326135,https://www.ncbi.nlm.nih.gov/nuccore/MT326135,2020-03-20,USA,NA
MT326134,https://www.ncbi.nlm.nih.gov/nuccore/MT326134,2020-03-20,USA,NA
MT326133,https://www.ncbi.nlm.nih.gov/nuccore/MT326133,2020-03-20,USA,NA
MT326132,https://www.ncbi.nlm.nih.gov/nuccore/MT326132,2020-03-20,USA,NA
MT326131,https://www.ncbi.nlm.nih.gov/nuccore/MT326131,2020-03-20,USA,NA
MT326130,https://www.ncbi.nlm.nih.gov/nuccore/MT326130,2020-03-20,USA,NA
MT326129,https://www.ncbi.nlm.nih.gov/nuccore/MT326129,2020-03-20,USA,NA
MT326128,https://www.ncbi.nlm.nih.gov/nuccore/MT326128,2020-03-20,USA,NA
MT326127,https://www.ncbi.nlm.nih.gov/nuccore/MT326127,2020-03-20,USA,NA
MT326126,https://www.ncbi.nlm.nih.gov/nuccore/MT326126,2020-03-20,USA,NA
MT326125,https://www.ncbi.nlm.nih.gov/nuccore/MT326125,2020-03-20,USA,NA
MT326124,https://www.ncbi.nlm.nih.gov/nuccore/MT326124,2020-03-20,USA,NA
MT326123,https://www.ncbi.nlm.nih.gov/nuccore/MT326123,2020-03-20,USA,NA
MT326122,https://www.ncbi.nlm.nih.gov/nuccore/MT326122,2020-03-20,USA,NA
MT326121,https://www.ncbi.nlm.nih.gov/nuccore/MT326121,2020-03-20,USA,NA
MT326120,https://www.ncbi.nlm.nih.gov/nuccore/MT326120,2020-03-21,USA,NA
MT326119,https://www.ncbi.nlm.nih.gov/nuccore/MT326119,2020-03-20,USA,NA
MT326118,https://www.ncbi.nlm.nih.gov/nuccore/MT326118,2020-03-21,USA,NA
MT326117,https://www.ncbi.nlm.nih.gov/nuccore/MT326117,2020-03-20,USA,NA
MT326116,https://www.ncbi.nlm.nih.gov/nuccore/MT326116,2020-03-20,USA,NA
MT326115,https://www.ncbi.nlm.nih.gov/nuccore/MT326115,2020-03-20,USA,NA
MT326114,https://www.ncbi.nlm.nih.gov/nuccore/MT326114,2020-03-20,USA,NA
MT326113,https://www.ncbi.nlm.nih.gov/nuccore/MT326113,2020-03-20,USA,NA
MT326112,https://www.ncbi.nlm.nih.gov/nuccore/MT326112,2020-03-20,USA,NA
MT326111,https://www.ncbi.nlm.nih.gov/nuccore/MT326111,2020-03-22,USA,NA
MT326110,https://www.ncbi.nlm.nih.gov/nuccore/MT326110,2020-03-22,USA,NA
MT326109,https://www.ncbi.nlm.nih.gov/nuccore/MT326109,2020-03-22,USA,NA
